,Datetime,Tweet Id,Text,tweet_clean,no_emoji
3001,2022-07-04 18:46:58+00:00,1544030021723078658,Check out the link in my bio🥰 for more #strangerthingsseason4 #4thOfJuly #4THJULY #onlyfanspromo #onlyfansgirl https://t.co/xth3UvvT1u,Check out the link in my 🥰 for more strangerthingsseason4 4thOfJuly 4THJULY,Check out the link in my smiling face with three hearts for more strangerthingsseason4 4thOfJuly 4THJULY
3002,2022-07-04 18:46:47+00:00,1544029976193810432,I’m sorry don’t talk to me for like 6 months. #strangerthingsseason4 😭😭😭 https://t.co/FVrmqElMwM,I ’ m sorry don ’ t talk to me for like 6 . strangerthingsseason4 😭😭😭,I ’ m sorry don ’ t talk to me for like 6 . strangerthingsseason4 sobsobsob
3003,2022-07-04 18:46:28+00:00,1544029894874542080,"😊 04/07/2022 Todays 10th Link For 50 Spins added😊
➡️➡️ https://t.co/DXpJPaOIp5
Like and retweet 🙏
Follow us for mor… https://t.co/K6ulNVSaCp",😊 04 / 07 / 2022 10th Link For 50 added 😊 ➡️➡️ Like and 🙏 Follow us for mor …,blush 04 / 07 / 2022 10th Link For 50 added blush arrow rightarrow right Like and pray Follow us for mor …
3004,2022-07-04 18:46:24+00:00,1544029879699734528,When Dustin has to tell Eddie's uncle 😢😢😢😢😢😢 #strangerthingsseason4,When to tell ' s uncle 😢😢😢😢😢😢 strangerthingsseason4,When to tell ' s uncle crycrycrycrycrycry strangerthingsseason4
3005,2022-07-04 18:46:22+00:00,1544029872347037703,Will's gay. #StrangerThings4 #StrangerThings #strangerthingsseason4 https://t.co/ZdGx347cAP,Will ' s gay . StrangerThings4 strangerthingsseason4,Will ' s gay . StrangerThings4 strangerthingsseason4
3006,2022-07-04 18:45:54+00:00,1544029753367154688,"Wordle 381 3/6

⬛⬛⬛🟩🟩
⬛⬛🟨🟩🟩
🟩🟩🟩🟩🟩
#wordle #Wordle380 #wordle381 #wordle382 #dailywordleclub #DailyWisdom… https://t.co/nAmczXOf7U",Wordle 381 3 / 6 ⬛⬛⬛🟩🟩 ⬛⬛🟨🟩🟩 🟩🟩🟩🟩🟩 wordle Wordle380 wordle381 wordle382 …,Wordle 381 3 / 6 black large squareblack large squareblack large squaregreen squaregreen square black large squareblack large squareyellow squaregreen squaregreen square green squaregreen squaregreen squaregreen squaregreen square wordle Wordle380 wordle381 wordle382 …
3007,2022-07-04 18:45:35+00:00,1544029673948168192,Like I said before. #strangerthingsseason4 is top 3.,Like I said before . strangerthingsseason4 is top 3 .,Like I said before . strangerthingsseason4 is top 3 .
3008,2022-07-04 18:45:31+00:00,1544029656860573696,"Click on the link to watch the full video, subscribe after watching 🙏🏾🙏🏾https://t.co/hYtHQ4jZ73 #BuildJakapan… https://t.co/KqjidKQAxI","Click on the link to watch the full video , subscribe after watching 🙏🏾🙏🏾 …","Click on the link to watch the full video , subscribe after watching folded hands medium dark skin tonefolded hands medium dark skin tone …"
3009,2022-07-04 18:45:19+00:00,1544029605274730497,Ig it’s my one year on twitter here’s some art 😭😭 #MyTwitterAnniversary #strangerthingsseason4 #4thOfJuly #art… https://t.co/7aORW26ase,it ’ s my one year on twitter here ’ s some art 😭😭 strangerthingsseason4 4thOfJuly art …,it ’ s my one year on twitter here ’ s some art sobsob strangerthingsseason4 4thOfJuly art …
3010,2022-07-04 18:45:16+00:00,1544029592461115393,#strangerthingsseason4  this has done damage to me @999artiste https://t.co/kqY9oIMbR8,strangerthingsseason4 this done damage to me,strangerthingsseason4 this done damage to me
3011,2022-07-04 18:45:12+00:00,1544029576174702600,I miss Eddie already man💔#strangerthingsseason4,I miss already man 💔 strangerthingsseason4,I miss already man broken heart strangerthingsseason4
3012,2022-07-04 18:44:57+00:00,1544029514212188162,Im having a major Post Series Depression right now after watching finishing Stranger Things Season 4. Like i can’t… https://t.co/0XmdUIHYey,a major Post Series Depression right now after watching finishing Stranger Season 4 . Like i can ’ t …,a major Post Series Depression right now after watching finishing Stranger Season 4 . Like i can ’ t …
3013,2022-07-04 18:44:55+00:00,1544029507509698561,@funkofinderz @Stranger_Things @netflix This would awesome to win ! #strangerthingsseason4 love stranger things can… https://t.co/Kq0k2aeRez,This would awesome to win ! strangerthingsseason4 love stranger can …,This would awesome to win ! strangerthingsseason4 love stranger can …
3014,2022-07-04 18:44:40+00:00,1544029440988020737,Y’all come join my twitch chat I’m lonely. #4thOfJuly #twitch #strangerthingsseason4 #Halo #HaloInfinite #XboxShare #xbox #newstreamer,Y ’ all come join my twitch chat I ’ m lonely . 4thOfJuly twitch strangerthingsseason4 Halo,Y ’ all come join my twitch chat I ’ m lonely . 4thOfJuly twitch strangerthingsseason4 Halo
3015,2022-07-04 18:44:16+00:00,1544029343130738696,Trying to watch #StrangerThings4 and my @netflix keeps crashing 😭 #strangerthingsseason4 #StrangerThings,Trying to watch StrangerThings4 and my 😭 strangerthingsseason4,Trying to watch StrangerThings4 and my sob strangerthingsseason4
3016,2022-07-04 18:43:54+00:00,1544029249614610433,We're selling vehicle replacement spare parts and accessories... And also conversion kits and Upgrading kits… https://t.co/tVEjvilNpp,We ' re selling vehicle replacement spare and ... And also conversion and …,We ' re selling vehicle replacement spare and ... And also conversion and …
3017,2022-07-04 18:43:52+00:00,1544029241238589441,"@inecnigeria 
@StateDeptDSS 
@PoliceNG 
@HQNigerianArmy 
@MBuhari
What are you guys doing about this?
#4thOfJuly… https://t.co/LwTfMUZNI6",What are you doing about this ? 4thOfJuly …,What are you doing about this ? 4thOfJuly …
3018,2022-07-04 18:43:48+00:00,1544029225900036096,Happy 4th of july. You cant spell america without erica and i stand by that 🤞🏽 #strangerthingsseason4 #priahferguson #ericasinclair,Happy 4th of . You cant spell without and i stand by that 🤞🏽 strangerthingsseason4,Happy 4th of . You cant spell without and i stand by that crossed fingers medium skin tone strangerthingsseason4
3019,2022-07-04 18:43:30+00:00,1544029148607385601,"Only good thing about the last episode was Master of Puppets, a part from that it was rubbish. Get prime and watch… https://t.co/FhHNI6h9Op","Only good thing about the last episode was Master of , a part from that it was rubbish . Get prime and watch …","Only good thing about the last episode was Master of , a part from that it was rubbish . Get prime and watch …"
3020,2022-07-04 18:43:05+00:00,1544029044865392640,#strangerthingsseason4 well 🤷🏼‍♂️,strangerthingsseason4 well 🤷🏼‍♂️,strangerthingsseason4 well man shrugging medium light skin tone
3021,2022-07-04 18:43:03+00:00,1544029036137046017,Strangers Things is one of the series that puts you off the edge and then throws you to a spiral of hair-raising an… https://t.co/UULLnyK1tI,is one of the series that you off the edge and then you to a spiral of hair - raising an …,is one of the series that you off the edge and then you to a spiral of hair - raising an …
3022,2022-07-04 18:43:03+00:00,1544029033968635906,I miss Eddie already man #strangerthingsseason4,I miss already man strangerthingsseason4,I miss already man strangerthingsseason4
3023,2022-07-04 18:42:55+00:00,1544029000514822145,"hellooo, i'm new to #sttwt and looking for moots!!! i like the whole cast but my favs atm are eddie, robin, steve a… https://t.co/eJYt0VYbCA",", i ' m new to and looking for !!! i like the whole cast but my are , robin , a …",", i ' m new to and looking for !!! i like the whole cast but my are , robin , a …"
3024,2022-07-04 18:42:51+00:00,1544028985155280898,Yuri finessed everybody 😭 #strangerthingsseason4,everybody 😭 strangerthingsseason4,everybody sob strangerthingsseason4
3025,2022-07-04 18:42:34+00:00,1544028914057707521,"Best season of stranger things yet holy fuck
#strangerthingsseason4",Best season of stranger yet holy strangerthingsseason4,Best season of stranger yet holy strangerthingsseason4
3026,2022-07-04 18:42:19+00:00,1544028849759031298,"Awesome job as always !
#strangerthings #strangerthingsseason4 

Can't wait to see it on The Mandalorian season 3 ! https://t.co/MuRbW9xGPB",Awesome job as always ! strangerthingsseason4 Can ' t wait to see it on The season 3 !,Awesome job as always ! strangerthingsseason4 Can ' t wait to see it on The season 3 !
3027,2022-07-04 18:42:16+00:00,1544028839822905344,"Beige tones for timeless design

#bedroomdesign #decoration #design #HomeDecor #etsy #interiordesigner #Fiverr… https://t.co/FVeNGKY1tc",Beige for timeless design decoration design …,Beige for timeless design decoration design …
3028,2022-07-04 18:41:49+00:00,1544028727146954757,Not sure who I hate more in #strangerthingsseason4 the fucking stupid jock stereotype or #Vecna #StrangerThings,Not sure who I hate more in strangerthingsseason4 the stupid jock stereotype or,Not sure who I hate more in strangerthingsseason4 the stupid jock stereotype or
3029,2022-07-04 18:41:48+00:00,1544028721098543107,Me when the duffer brothers took Eddie from us. And then said he was not actually dead. #strangerthingsseason4 https://t.co/UarjJtbguS,Me when the duffer took from us . And then said he was not actually dead . strangerthingsseason4,Me when the duffer took from us . And then said he was not actually dead . strangerthingsseason4
3030,2022-07-04 18:41:46+00:00,1544028711841824769,"Now that everyone’s obsessed about Eddie Munson is a good time to remember.

#strangerthingsseason4 #throwback https://t.co/kwRhYLnjsa",Now that everyone ’ s about is a good time to remember . strangerthingsseason4 throwback,Now that everyone ’ s about is a good time to remember . strangerthingsseason4 throwback
3031,2022-07-04 18:41:04+00:00,1544028538751406081,- I said I would catch up on Stranger Things during this little staycation of mine &amp;&amp; I certainly did. Season 4…WOW… https://t.co/xyddx9yt6M,- I said I would catch up on Stranger during this little of mine & ;& ; I certainly did . Season 4 … WOW …,- I said I would catch up on Stranger during this little of mine & ;& ; I certainly did . Season 4 … WOW …
3032,2022-07-04 18:40:54+00:00,1544028494174326786,#strangerthingsseason4 is so fucking good omg 😭,strangerthingsseason4 is so good 😭,strangerthingsseason4 is so good sob
3033,2022-07-04 18:40:53+00:00,1544028490181361666,"Updated with Stranger Things and GOODNESS GRACIOUS MAN. WOW, HOW, WHAT, WHOA, METAL. So many tears and edge-of-seat… https://t.co/r52OgEuL1s","with Stranger and GOODNESS GRACIOUS MAN . WOW , HOW , WHAT , WHOA , METAL . So many and edge - of - seat …","with Stranger and GOODNESS GRACIOUS MAN . WOW , HOW , WHAT , WHOA , METAL . So many and edge - of - seat …"
3034,2022-07-04 18:40:53+00:00,1544028489082339329,"Idc,if they don't give eddie a memorial in the next season, BECAUSE IT HAS TO BE A NEXT SEASON , THE PRODUCERS ARE… https://t.co/qEVBwVsWj4",", if they don ' t give a memorial in the next season , BECAUSE IT TO BE A NEXT SEASON , THE ARE …",", if they don ' t give a memorial in the next season , BECAUSE IT TO BE A NEXT SEASON , THE ARE …"
3035,2022-07-04 18:40:52+00:00,1544028485571731456,"the fact that y’all say billy is a good character, and then shit on my boy argyle for literally just existing…… https://t.co/JvDPJjUCpu","the fact that y ’ all say billy is a good character , and then on my boy for literally just ……","the fact that y ’ all say billy is a good character , and then on my boy for literally just ……"
3036,2022-07-04 18:40:47+00:00,1544028466001203204,"DM me for any kind of perfume you want.
#akuretwittercommunity 
#akure #Perfume #jewelryaddict… https://t.co/sXKGABdE5o",me for any kind of perfume you want . Perfume …,me for any kind of perfume you want . Perfume …
3037,2022-07-04 18:40:14+00:00,1544028328273006592,Me begging vecna to take Mike and leave my beautiful smart amazing sarcastic best girl Max alone… https://t.co/2sa76LpTse,Me begging to take Mike and leave my beautiful smart amazing sarcastic best girl alone …,Me begging to take Mike and leave my beautiful smart amazing sarcastic best girl alone …
3038,2022-07-04 18:40:10+00:00,1544028312221130754,I guess my work here is done. @Stranger_Things #strangerthingsseason4 https://t.co/mKKtqpJQb1,I guess my work here is done . strangerthingsseason4,I guess my work here is done . strangerthingsseason4
3039,2022-07-04 18:39:25+00:00,1544028119861977088,@netflix @Stranger_Things you have done emotional damage to me #strangerthingsseason4,you have done emotional damage to me strangerthingsseason4,you have done emotional damage to me strangerthingsseason4
3040,2022-07-04 18:39:20+00:00,1544028098999484417,Now why they gotta do my boy eddie like that I swear when I say I cried my eyes out I deadass did🤦🏾‍♀️😭 R.I.P ED… https://t.co/msk9bcubnC,Now why they do my boy like that I swear when I say I cried my out I did 🤦🏾‍♀️😭 R . I . P …,Now why they do my boy like that I swear when I say I cried my out I did woman facepalming medium dark skin tonesob R . I . P …
3041,2022-07-04 18:39:02+00:00,1544028026702155776,"#SpoilerAlert
#strangerthingsseason4
#StrangerThings4Vol2
Thi is where my heart dropped.. tbh. I just knew it's one… https://t.co/Y6V3tnF1qb",strangerthingsseason4 StrangerThings4Vol2 is where my heart .. . I just knew it ' s one …,strangerthingsseason4 StrangerThings4Vol2 is where my heart .. . I just knew it ' s one …
3042,2022-07-04 18:38:11+00:00,1544027810116911105,"this man… 
#JamieCampbellBower #strangerthingsseason4 https://t.co/FQwWyOtVAl",this man … strangerthingsseason4,this man … strangerthingsseason4
3043,2022-07-04 18:37:31+00:00,1544027644982968320,Anxiety levels watching the last episode of Stranger Things!! I was prepared for drama but I was never ready. When… https://t.co/hw9zZlXhpA,Anxiety watching the last episode of Stranger !! I was prepared for drama but I was never ready . When …,Anxiety watching the last episode of Stranger !! I was prepared for drama but I was never ready . When …
3044,2022-07-04 18:37:10+00:00,1544027555195506688,"Another painting from Stranger Things! Hope you enjoy! 
.
#StrangerThings #strangerthingsseason4 #Illustration #art… https://t.co/XhPOnvEDMf",Another painting from Stranger ! Hope you enjoy ! . strangerthingsseason4 Illustration art …,Another painting from Stranger ! Hope you enjoy ! . strangerthingsseason4 Illustration art …
3045,2022-07-04 18:36:35+00:00,1544027407396601857,I really enjoyed #StrangerThingsSeason4 fantastic finale - and what a lead in to the 5th and final season?!,I really StrangerThingsSeason4 fantastic finale - and what a lead in to the 5th and final season ?!,I really StrangerThingsSeason4 fantastic finale - and what a lead in to the 5th and final season ?!
3046,2022-07-04 18:36:25+00:00,1544027368704057351,"Please, what kind of advice can we give to this lady... Things dey occur sha😭😐😐😐

#Davido #NationalShutdown Shola i… https://t.co/FLihn6dlec","Please , what kind of advice can we give to this lady ... dey occur sha 😭😐😐😐 Shola i …","Please , what kind of advice can we give to this lady ... dey occur sha sobneutral faceneutral faceneutral face Shola i …"
3047,2022-07-04 18:36:24+00:00,1544027363951779842,“Stranger Things” have happened with the weather in July but it’s set to slowly warm up this week as high pressure… https://t.co/p0pctOcWYW,“ Stranger ” have with the weather in but it ’ s set to slowly warm up this week as high pressure …,“ Stranger ” have with the weather in but it ’ s set to slowly warm up this week as high pressure …
